wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1129.3599,0,0.58183,2.9353e-06,146.38,146.96
1129.3698,0,0.58183,2.9357e-06,146.42,147
1129.3797,0,0.58183,2.9361e-06,146.46,147.04
1129.3896,0,0.58183,2.9365e-06,146.49,147.08
1129.3995,0,0.58183,2.9369e-06,146.53,147.11
1129.4094,0,0.58183,2.9372e-06,146.57,147.15
1129.4193,0,0.58183,2.9376e-06,146.61,147.19
1129.4292,0,0.58183,2.938e-06,146.64,147.23
1129.4391,0,0.58183,2.9384e-06,146.68,147.26
1129.4490,0,0.58183,2.9388e-06,146.72,147.3
1129.4589,0,0.58183,2.9391e-06,146.76,147.34
1129.4688,0,0.58183,2.9395e-06,146.8,147.38
1129.4787,0,0.58183,2.9399e-06,146.83,147.42
1129.4886,0,0.58183,2.9403e-06,146.87,147.45
1129.4985,0,0.58183,2.9406e-06,146.91,147.49
1129.5084,0,0.58183,2.941e-06,146.95,147.53
1129.5183,0,0.58183,2.9414e-06,146.98,147.57
1129.5282,0,0.58183,2.9418e-06,147.02,147.6
1129.5381,0,0.58183,2.9421e-06,147.06,147.64
1129.5480,0,0.58183,2.9425e-06,147.1,147.68
1129.5579,0,0.58183,2.9429e-06,147.14,147.72
1129.5678,0,0.58183,2.9433e-06,147.18,147.76
1129.5777,0,0.58183,2.9436e-06,147.21,147.8
1129.5876,0,0.58183,2.944e-06,147.25,147.83
1129.5975,0,0.58183,2.9444e-06,147.29,147.87
1129.6074,0,0.58183,2.9448e-06,147.33,147.91
1129.6173,0,0.58183,2.9451e-06,147.37,147.95
1129.6272,0,0.58183,2.9455e-06,147.4,147.99
1129.6371,0,0.58183,2.9459e-06,147.44,148.02
1129.6470,0,0.58183,2.9463e-06,147.48,148.06
1129.6569,0,0.58183,2.9466e-06,147.52,148.1
1129.6668,0,0.58183,2.947e-06,147.56,148.14
1129.6767,0,0.58183,2.9474e-06,147.59,148.18
1129.6866,0,0.58183,2.9478e-06,147.63,148.21
1129.6965,0,0.58183,2.9481e-06,147.67,148.25
1129.7064,0,0.58183,2.9485e-06,147.71,148.29
1129.7163,0,0.58183,2.9489e-06,147.75,148.33
1129.7262,0,0.58183,2.9492e-06,147.78,148.37
1129.7361,0,0.58183,2.9496e-06,147.82,148.4
1129.7460,0,0.58183,2.95e-06,147.86,148.44
1129.7559,0,0.58183,2.9504e-06,147.9,148.48
1129.7658,0,0.58183,2.9507e-06,147.94,148.52
1129.7757,0,0.58183,2.9511e-06,147.97,148.56
1129.7856,0,0.58183,2.9515e-06,148.01,148.59
1129.7955,0,0.58183,2.9518e-06,148.05,148.63
1129.8054,0,0.58183,2.9522e-06,148.09,148.67
1129.8153,0,0.58183,2.9526e-06,148.13,148.71
1129.8252,0,0.58183,2.9529e-06,148.16,148.75
1129.8351,0,0.58183,2.9533e-06,148.2,148.78
1129.8450,0,0.58183,2.9537e-06,148.24,148.82
1129.8549,0,0.58183,2.954e-06,148.28,148.86
1129.8648,0,0.58183,2.9544e-06,148.32,148.9
1129.8747,0,0.58183,2.9548e-06,148.35,148.93
1129.8846,0,0.58183,2.9551e-06,148.39,148.97
1129.8945,0,0.58183,2.9555e-06,148.43,149.01
1129.9044,0,0.58183,2.9559e-06,148.47,149.05
1129.9143,0,0.58183,2.9562e-06,148.5,149.09
1129.9242,0,0.58183,2.9566e-06,148.54,149.12
1129.9341,0,0.58183,2.957e-06,148.58,149.16
1129.9440,0,0.58183,2.9573e-06,148.62,149.2
1129.9539,0,0.58183,2.9577e-06,148.66,149.24
1129.9638,0,0.58183,2.9581e-06,148.69,149.28
1129.9737,0,0.58183,2.9584e-06,148.73,149.31
1129.9836,0,0.58183,2.9588e-06,148.77,149.35
1129.9935,0,0.58183,2.9592e-06,148.81,149.39
1130.0034,0,0.58183,2.9595e-06,148.84,149.43
1130.0133,0,0.58183,2.9599e-06,148.88,149.46
1130.0232,0,0.58183,2.9603e-06,148.92,149.5
1130.0331,0,0.58183,2.9606e-06,148.96,149.54
1130.0430,0,0.58183,2.961e-06,149,149.58
1130.0529,0,0.58183,2.9613e-06,149.03,149.62
1130.0628,0,0.58183,2.9617e-06,149.07,149.65
1130.0727,0,0.58183,2.9621e-06,149.11,149.69
1130.0826,0,0.58183,2.9624e-06,149.15,149.73
1130.0925,0,0.58183,2.9628e-06,149.18,149.77
1130.1024,0,0.58183,2.9632e-06,149.22,149.8
1130.1123,0,0.58183,2.9635e-06,149.26,149.84
1130.1222,0,0.58183,2.9639e-06,149.3,149.88
1130.1321,0,0.58183,2.9642e-06,149.33,149.92
1130.1420,0,0.58183,2.9646e-06,149.37,149.95
1130.1519,0,0.58183,2.965e-06,149.41,149.99
1130.1618,0,0.58183,2.9653e-06,149.45,150.03
1130.1717,0,0.58183,2.9657e-06,149.49,150.07
1130.1816,0,0.58183,2.966e-06,149.52,150.1
1130.1915,0,0.58183,2.9664e-06,149.56,150.14
1130.2014,0,0.58183,2.9668e-06,149.6,150.18
1130.2113,0,0.58183,2.9671e-06,149.64,150.22
1130.2212,0,0.58183,2.9675e-06,149.67,150.26
1130.2311,0,0.58183,2.9678e-06,149.71,150.29
1130.2410,0,0.58183,2.9682e-06,149.75,150.33
1130.2509,0,0.58183,2.9686e-06,149.79,150.37
1130.2608,0,0.58183,2.9689e-06,149.82,150.41
1130.2707,0,0.58183,2.9693e-06,149.86,150.44
1130.2806,0,0.58183,2.9696e-06,149.9,150.48
1130.2905,0,0.58183,2.97e-06,149.94,150.52
1130.3004,0,0.58183,2.9703e-06,149.97,150.56
1130.3103,0,0.58183,2.9707e-06,150.01,150.59
1130.3202,0,0.58183,2.9711e-06,150.05,150.63
1130.3301,0,0.58183,2.9714e-06,150.09,150.67
1130.3400,0,0.58183,2.9718e-06,150.12,150.71
1130.3499,0,0.58183,2.9721e-06,150.16,150.74
1130.3598,0,0.58183,2.9725e-06,150.2,150.78
1130.3697,0,0.58183,2.9728e-06,150.24,150.82
1130.3796,0,0.58183,2.9732e-06,150.27,150.86
1130.3895,0,0.58183,2.9736e-06,150.31,150.89
1130.3994,0,0.58183,2.9739e-06,150.35,150.93
1130.4093,0,0.58183,2.9743e-06,150.39,150.97
1130.4192,0,0.58183,2.9746e-06,150.42,151.01
1130.4291,0,0.58183,2.975e-06,150.46,151.04
1130.4390,0,0.58183,2.9753e-06,150.5,151.08
1130.4489,0,0.58183,2.9757e-06,150.54,151.12
1130.4588,0,0.58183,2.976e-06,150.57,151.16
1130.4687,0,0.58183,2.9764e-06,150.61,151.19
1130.4786,0,0.58183,2.9767e-06,150.65,151.23
1130.4885,0,0.58183,2.9771e-06,150.69,151.27
1130.4984,0,0.58183,2.9774e-06,150.72,151.31
1130.5083,0,0.58183,2.9778e-06,150.76,151.34
1130.5182,0,0.58183,2.9781e-06,150.8,151.38
1130.5281,0,0.58183,2.9785e-06,150.84,151.42
1130.5380,0,0.58183,2.9788e-06,150.88,151.46
1130.5479,0,0.58183,2.9792e-06,150.91,151.5
1130.5578,0,0.58183,2.9795e-06,150.95,151.53
1130.5677,0,0.58183,2.9799e-06,150.99,151.57
1130.5776,0,0.58183,2.9802e-06,151.03,151.61
1130.5875,0,0.58183,2.9806e-06,151.06,151.65
1130.5974,0,0.58183,2.9809e-06,151.1,151.68
1130.6073,0,0.58183,2.9813e-06,151.14,151.72
1130.6172,0,0.58183,2.9816e-06,151.18,151.76
1130.6271,0,0.58183,2.982e-06,151.22,151.8
1130.6370,0,0.58183,2.9823e-06,151.25,151.83
1130.6469,0,0.58183,2.9827e-06,151.29,151.87
1130.6568,0,0.58183,2.983e-06,151.33,151.91
1130.6667,0,0.58183,2.9834e-06,151.37,151.95
1130.6766,0,0.58183,2.9837e-06,151.4,151.99
1130.6865,0,0.58183,2.9841e-06,151.44,152.02
1130.6964,0,0.58183,2.9844e-06,151.48,152.06
1130.7063,0,0.58183,2.9848e-06,151.52,152.1
1130.7162,0,0.58183,2.9851e-06,151.55,152.14
1130.7261,0,0.58183,2.9855e-06,151.59,152.17
1130.7360,0,0.58183,2.9858e-06,151.63,152.21
1130.7459,0,0.58183,2.9862e-06,151.67,152.25
1130.7558,0,0.58183,2.9865e-06,151.71,152.29
1130.7657,0,0.58183,2.9869e-06,151.74,152.33
1130.7756,0,0.58183,2.9872e-06,151.78,152.36
1130.7855,0,0.58183,2.9876e-06,151.82,152.4
1130.7954,0,0.58183,2.9879e-06,151.86,152.44
1130.8053,0,0.58183,2.9882e-06,151.89,152.48
1130.8152,0,0.58183,2.9886e-06,151.93,152.51
1130.8251,0,0.58183,2.9889e-06,151.97,152.55
1130.8350,0,0.58183,2.9893e-06,152.01,152.59
1130.8449,0,0.58183,2.9896e-06,152.04,152.63
1130.8548,0,0.58183,2.99e-06,152.08,152.66
1130.8647,0,0.58183,2.9903e-06,152.12,152.7
1130.8746,0,0.58183,2.9907e-06,152.16,152.74
1130.8845,0,0.58183,2.991e-06,152.2,152.78
1130.8944,0,0.58183,2.9913e-06,152.23,152.81
1130.9043,0,0.58183,2.9917e-06,152.27,152.85
1130.9142,0,0.58183,2.992e-06,152.31,152.89
1130.9241,0,0.58183,2.9924e-06,152.35,152.93
1130.9340,0,0.58183,2.9927e-06,152.38,152.96
1130.9439,0,0.58183,2.993e-06,152.42,153
1130.9538,0,0.58183,2.9934e-06,152.46,153.04
1130.9637,0,0.58183,2.9937e-06,152.5,153.08
1130.9736,0,0.58183,2.9941e-06,152.53,153.12
1130.9835,0,0.58183,2.9944e-06,152.57,153.15
1130.9934,0,0.58183,2.9948e-06,152.61,153.19
1131.0033,0,0.58183,2.9951e-06,152.65,153.23
1131.0132,0,0.58183,2.9954e-06,152.68,153.27
1131.0231,0,0.58183,2.9958e-06,152.72,153.3
1131.0330,0,0.58183,2.9961e-06,152.76,153.34
1131.0429,0,0.58183,2.9965e-06,152.8,153.38
1131.0528,0,0.58183,2.9968e-06,152.83,153.42
1131.0627,0,0.58183,2.9971e-06,152.87,153.45
1131.0726,0,0.58183,2.9975e-06,152.91,153.49
1131.0825,0,0.58183,2.9978e-06,152.95,153.53
1131.0924,0,0.58183,2.9981e-06,152.98,153.57
1131.1023,0,0.58183,2.9985e-06,153.02,153.6
1131.1122,0,0.58183,2.9988e-06,153.06,153.64
1131.1221,0,0.58183,2.9992e-06,153.1,153.68
1131.1320,0,0.58183,2.9995e-06,153.13,153.72
1131.1419,0,0.58183,2.9998e-06,153.17,153.75
1131.1518,0,0.58183,3.0002e-06,153.21,153.79
1131.1617,0,0.58183,3.0005e-06,153.25,153.83
1131.1716,0,0.58183,3.0008e-06,153.28,153.87
1131.1815,0,0.58183,3.0012e-06,153.32,153.9
1131.1914,0,0.58183,3.0015e-06,153.36,153.94
1131.2013,0,0.58183,3.0019e-06,153.4,153.98
1131.2112,0,0.58183,3.0022e-06,153.43,154.02
1131.2211,0,0.58183,3.0025e-06,153.47,154.05
1131.2310,0,0.58183,3.0029e-06,153.51,154.09
1131.2409,0,0.58183,3.0032e-06,153.55,154.13
1131.2508,0,0.58183,3.0035e-06,153.58,154.17
1131.2607,0,0.58183,3.0039e-06,153.62,154.2
1131.2706,0,0.58183,3.0042e-06,153.66,154.24
1131.2805,0,0.58183,3.0045e-06,153.7,154.28
1131.2904,0,0.58183,3.0049e-06,153.73,154.31
1131.3003,0,0.58183,3.0052e-06,153.77,154.35
1131.3102,0,0.58183,3.0055e-06,153.81,154.39
1131.3201,0,0.58183,3.0059e-06,153.85,154.43
1131.3300,0,0.58183,3.0062e-06,153.88,154.46
1131.3399,0,0.58183,3.0065e-06,153.92,154.5
1131.3498,0,0.58183,3.0068e-06,153.96,154.54
1131.3597,0,0.58183,3.0072e-06,153.99,154.58
1131.3696,0,0.58183,3.0075e-06,154.03,154.61
1131.3795,0,0.58183,3.0078e-06,154.07,154.65
1131.3894,0,0.58183,3.0082e-06,154.11,154.69
1131.3993,0,0.58183,3.0085e-06,154.14,154.73
1131.4092,0,0.58183,3.0088e-06,154.18,154.76
1131.4191,0,0.58183,3.0092e-06,154.22,154.8
1131.4290,0,0.58183,3.0095e-06,154.26,154.84
1131.4389,0,0.58183,3.0098e-06,154.29,154.88
1131.4488,0,0.58183,3.0101e-06,154.33,154.91
1131.4587,0,0.58183,3.0105e-06,154.37,154.95
1131.4686,0,0.58183,3.0108e-06,154.41,154.99
1131.4785,0,0.58183,3.0111e-06,154.44,155.02
1131.4884,0,0.58183,3.0114e-06,154.48,155.06
1131.4983,0,0.58183,3.0118e-06,154.52,155.1
1131.5082,0,0.58183,3.0121e-06,154.55,155.14
1131.5181,0,0.58183,3.0124e-06,154.59,155.17
1131.5280,0,0.58183,3.0127e-06,154.63,155.21
1131.5379,0,0.58183,3.0131e-06,154.67,155.25
1131.5478,0,0.58183,3.0134e-06,154.7,155.29
1131.5577,0,0.58183,3.0137e-06,154.74,155.32
1131.5676,0,0.58183,3.014e-06,154.78,155.36
1131.5775,0,0.58183,3.0144e-06,154.82,155.4
1131.5874,0,0.58183,3.0147e-06,154.85,155.43
1131.5973,0,0.58183,3.015e-06,154.89,155.47
1131.6072,0,0.58183,3.0153e-06,154.93,155.51
1131.6171,0,0.58183,3.0157e-06,154.96,155.55
1131.6270,0,0.58183,3.016e-06,155,155.58
1131.6369,0,0.58183,3.0163e-06,155.04,155.62
1131.6468,0,0.58183,3.0166e-06,155.08,155.66
1131.6567,0,0.58183,3.017e-06,155.11,155.7
1131.6666,0,0.58183,3.0173e-06,155.15,155.73
1131.6765,0,0.58183,3.0176e-06,155.19,155.77
1131.6864,0,0.58183,3.0179e-06,155.23,155.81
1131.6963,0,0.58183,3.0182e-06,155.26,155.84
1131.7062,0,0.58183,3.0186e-06,155.3,155.88
1131.7161,0,0.58183,3.0189e-06,155.34,155.92
1131.7260,0,0.58183,3.0192e-06,155.37,155.96
1131.7359,0,0.58183,3.0195e-06,155.41,155.99
1131.7458,0,0.58183,3.0198e-06,155.45,156.03
1131.7557,0,0.58183,3.0202e-06,155.49,156.07
1131.7656,0,0.58183,3.0205e-06,155.52,156.1
1131.7755,0,0.58183,3.0208e-06,155.56,156.14
1131.7854,0,0.58183,3.0211e-06,155.6,156.18
1131.7953,0,0.58183,3.0214e-06,155.63,156.22
1131.8052,0,0.58183,3.0217e-06,155.67,156.25
1131.8151,0,0.58183,3.0221e-06,155.71,156.29
1131.8250,0,0.58183,3.0224e-06,155.75,156.33
1131.8349,0,0.58183,3.0227e-06,155.78,156.36
1131.8448,0,0.58183,3.023e-06,155.82,156.4
1131.8547,0,0.58183,3.0233e-06,155.86,156.44
1131.8646,0,0.58183,3.0236e-06,155.89,156.48
1131.8745,0,0.58183,3.024e-06,155.93,156.51
1131.8844,0,0.58183,3.0243e-06,155.97,156.55
1131.8943,0,0.58183,3.0246e-06,156,156.59
1131.9042,0,0.58183,3.0249e-06,156.04,156.62
1131.9141,0,0.58183,3.0252e-06,156.08,156.66
1131.9240,0,0.58183,3.0255e-06,156.12,156.7
1131.9339,0,0.58183,3.0258e-06,156.15,156.73
1131.9438,0,0.58183,3.0262e-06,156.19,156.77
1131.9537,0,0.58183,3.0265e-06,156.23,156.81
1131.9636,0,0.58183,3.0268e-06,156.26,156.85
1131.9735,0,0.58183,3.0271e-06,156.3,156.88
1131.9834,0,0.58183,3.0274e-06,156.34,156.92
1131.9933,0,0.58183,3.0277e-06,156.38,156.96
1132.0032,0,0.58183,3.028e-06,156.41,156.99
1132.0131,0,0.58183,3.0283e-06,156.45,157.03
1132.0230,0,0.58183,3.0287e-06,156.49,157.07
1132.0329,0,0.58183,3.029e-06,156.52,157.11
1132.0428,0,0.58183,3.0293e-06,156.56,157.14
1132.0527,0,0.58183,3.0296e-06,156.6,157.18
1132.0626,0,0.58183,3.0299e-06,156.63,157.22
1132.0725,0,0.58183,3.0302e-06,156.67,157.25
1132.0824,0,0.58183,3.0305e-06,156.71,157.29
1132.0923,0,0.58183,3.0308e-06,156.74,157.33
1132.1022,0,0.58183,3.0311e-06,156.78,157.36
1132.1121,0,0.58183,3.0314e-06,156.82,157.4
1132.1220,0,0.58183,3.0317e-06,156.86,157.44
1132.1319,0,0.58183,3.0321e-06,156.89,157.47
1132.1418,0,0.58183,3.0324e-06,156.93,157.51
1132.1517,0,0.58183,3.0327e-06,156.97,157.55
1132.1616,0,0.58183,3.033e-06,157,157.59
1132.1715,0,0.58183,3.0333e-06,157.04,157.62
1132.1814,0,0.58183,3.0336e-06,157.08,157.66
1132.1913,0,0.58183,3.0339e-06,157.11,157.7
1132.2012,0,0.58183,3.0342e-06,157.15,157.73
1132.2111,0,0.58183,3.0345e-06,157.19,157.77
1132.2210,0,0.58183,3.0348e-06,157.22,157.81
1132.2309,0,0.58183,3.0351e-06,157.26,157.84
1132.2408,0,0.58183,3.0354e-06,157.3,157.88
1132.2507,0,0.58183,3.0357e-06,157.34,157.92
1132.2606,0,0.58183,3.036e-06,157.37,157.95
1132.2705,0,0.58183,3.0364e-06,157.41,157.99
1132.2804,0,0.58183,3.0367e-06,157.45,158.03
1132.2903,0,0.58183,3.037e-06,157.48,158.06
1132.3002,0,0.58183,3.0373e-06,157.52,158.1
1132.3101,0,0.58183,3.0376e-06,157.56,158.14
1132.3200,0,0.58183,3.0379e-06,157.59,158.17
1132.3299,0,0.58183,3.0382e-06,157.63,158.21
1132.3398,0,0.58183,3.0385e-06,157.67,158.25
1132.3497,0,0.58183,3.0388e-06,157.7,158.29
1132.3596,0,0.58183,3.0391e-06,157.74,158.32
1132.3695,0,0.58183,3.0394e-06,157.78,158.36
1132.3794,0,0.58183,3.0397e-06,157.81,158.4
1132.3893,0,0.58183,3.04e-06,157.85,158.43
1132.3992,0,0.58183,3.0403e-06,157.89,158.47
1132.4091,0,0.58183,3.0406e-06,157.92,158.51
1132.4190,0,0.58183,3.0409e-06,157.96,158.54
1132.4289,0,0.58183,3.0412e-06,158,158.58
1132.4388,0,0.58183,3.0415e-06,158.03,158.62
1132.4487,0,0.58183,3.0418e-06,158.07,158.65
1132.4586,0,0.58183,3.0421e-06,158.11,158.69
1132.4685,0,0.58183,3.0424e-06,158.14,158.73
1132.4784,0,0.58183,3.0427e-06,158.18,158.76
1132.4883,0,0.58183,3.043e-06,158.22,158.8
1132.4982,0,0.58183,3.0433e-06,158.25,158.84
1132.5081,0,0.58183,3.0436e-06,158.29,158.87
1132.5180,0,0.58183,3.0439e-06,158.33,158.91
1132.5279,0,0.58183,3.0442e-06,158.37,158.95
1132.5378,0,0.58183,3.0445e-06,158.4,158.98
1132.5477,0,0.58183,3.0448e-06,158.44,159.02
1132.5576,0,0.58183,3.0451e-06,158.48,159.06
1132.5675,0,0.58183,3.0454e-06,158.51,159.1
1132.5774,0,0.58183,3.0457e-06,158.55,159.13
1132.5873,0,0.58183,3.046e-06,158.59,159.17
1132.5972,0,0.58183,3.0463e-06,158.62,159.21
1132.6071,0,0.58183,3.0466e-06,158.66,159.24
1132.6170,0,0.58183,3.0469e-06,158.7,159.28
1132.6269,0,0.58183,3.0472e-06,158.74,159.32
1132.6368,0,0.58183,3.0475e-06,158.77,159.35
1132.6467,0,0.58183,3.0478e-06,158.81,159.39
1132.6566,0,0.58183,3.0481e-06,158.85,159.43
1132.6665,0,0.58183,3.0484e-06,158.88,159.47
1132.6764,0,0.58183,3.0487e-06,158.92,159.5
1132.6863,0,0.58183,3.049e-06,158.96,159.54
1132.6962,0,0.58183,3.0492e-06,158.99,159.58
1132.7061,0,0.58183,3.0495e-06,159.03,159.61
1132.7160,0,0.58183,3.0498e-06,159.07,159.65
1132.7259,0,0.58183,3.0501e-06,159.11,159.69
1132.7358,0,0.58183,3.0504e-06,159.14,159.72
1132.7457,0,0.58183,3.0507e-06,159.18,159.76
1132.7556,0,0.58183,3.051e-06,159.22,159.8
1132.7655,0,0.58183,3.0513e-06,159.25,159.83
1132.7754,0,0.58183,3.0516e-06,159.29,159.87
1132.7853,0,0.58183,3.0519e-06,159.33,159.91
1132.7952,0,0.58183,3.0522e-06,159.36,159.95
1132.8051,0,0.58183,3.0525e-06,159.4,159.98
1132.8150,0,0.58183,3.0528e-06,159.44,160.02
1132.8249,0,0.58183,3.0531e-06,159.47,160.06
1132.8348,0,0.58183,3.0534e-06,159.51,160.09
1132.8447,0,0.58183,3.0536e-06,159.55,160.13
1132.8546,0,0.58183,3.0539e-06,159.58,160.17
1132.8645,0,0.58183,3.0542e-06,159.62,160.2
1132.8744,0,0.58183,3.0545e-06,159.66,160.24
1132.8843,0,0.58183,3.0548e-06,159.7,160.28
1132.8942,0,0.58183,3.0551e-06,159.73,160.31
1132.9041,0,0.58183,3.0554e-06,159.77,160.35
1132.9140,0,0.58183,3.0557e-06,159.81,160.39
1132.9239,0,0.58183,3.056e-06,159.84,160.42
1132.9338,0,0.58183,3.0563e-06,159.88,160.46
1132.9437,0,0.58183,3.0565e-06,159.92,160.5
1132.9536,0,0.58183,3.0568e-06,159.95,160.53
1132.9635,0,0.58183,3.0571e-06,159.99,160.57
1132.9734,0,0.58183,3.0574e-06,160.03,160.61
1132.9833,0,0.58183,3.0577e-06,160.06,160.65
1132.9932,0,0.58183,3.058e-06,160.1,160.68
1133.0031,0,0.58183,3.0583e-06,160.14,160.72
1133.0130,0,0.58183,3.0586e-06,160.17,160.76
1133.0229,0,0.58183,3.0588e-06,160.21,160.79
1133.0328,0,0.58183,3.0591e-06,160.25,160.83
1133.0427,0,0.58183,3.0594e-06,160.28,160.87
1133.0526,0,0.58183,3.0597e-06,160.32,160.9
1133.0625,0,0.58183,3.06e-06,160.36,160.94
1133.0724,0,0.58183,3.0603e-06,160.39,160.98
1133.0823,0,0.58183,3.0606e-06,160.43,161.01
1133.0922,0,0.58183,3.0609e-06,160.47,161.05
1133.1021,0,0.58183,3.0611e-06,160.5,161.09
1133.1120,0,0.58183,3.0614e-06,160.54,161.12
1133.1219,0,0.58183,3.0617e-06,160.58,161.16
1133.1318,0,0.58183,3.062e-06,160.61,161.2
1133.1417,0,0.58183,3.0623e-06,160.65,161.23
1133.1516,0,0.58183,3.0626e-06,160.69,161.27
1133.1615,0,0.58183,3.0628e-06,160.72,161.31
1133.1714,0,0.58183,3.0631e-06,160.76,161.34
1133.1813,0,0.58183,3.0634e-06,160.8,161.38
1133.1912,0,0.58183,3.0637e-06,160.83,161.42
1133.2011,0,0.58183,3.064e-06,160.87,161.45
1133.2110,0,0.58183,3.0643e-06,160.91,161.49
1133.2209,0,0.58183,3.0645e-06,160.94,161.53
1133.2308,0,0.58183,3.0648e-06,160.98,161.56
1133.2407,0,0.58183,3.0651e-06,161.02,161.6
1133.2506,0,0.58183,3.0654e-06,161.05,161.64
1133.2605,0,0.58183,3.0657e-06,161.09,161.67
1133.2704,0,0.58183,3.066e-06,161.13,161.71
1133.2803,0,0.58183,3.0662e-06,161.16,161.74
1133.2902,0,0.58183,3.0665e-06,161.2,161.78
1133.3001,0,0.58183,3.0668e-06,161.24,161.82
1133.3100,0,0.58183,3.0671e-06,161.27,161.85
1133.3199,0,0.58183,3.0674e-06,161.31,161.89
1133.3298,0,0.58183,3.0676e-06,161.35,161.93
1133.3397,0,0.58183,3.0679e-06,161.38,161.96
1133.3496,0,0.58183,3.0682e-06,161.42,162
1133.3595,0,0.58183,3.0685e-06,161.46,162.04
1133.3694,0,0.58183,3.0688e-06,161.49,162.07
1133.3793,0,0.58183,3.069e-06,161.53,162.11
1133.3892,0,0.58183,3.0693e-06,161.56,162.15
1133.3991,0,0.58183,3.0696e-06,161.6,162.18
1133.4090,0,0.58183,3.0699e-06,161.64,162.22
1133.4189,0,0.58183,3.0702e-06,161.67,162.26
1133.4288,0,0.58183,3.0704e-06,161.71,162.29
1133.4387,0,0.58183,3.0707e-06,161.75,162.33
1133.4486,0,0.58183,3.071e-06,161.78,162.37
1133.4585,0,0.58183,3.0713e-06,161.82,162.4
1133.4684,0,0.58183,3.0715e-06,161.86,162.44
1133.4783,0,0.58183,3.0718e-06,161.89,162.48
1133.4882,0,0.58183,3.0721e-06,161.93,162.51
1133.4981,0,0.58183,3.0724e-06,161.97,162.55
1133.5080,0,0.58183,3.0726e-06,162,162.58
1133.5179,0,0.58183,3.0729e-06,162.04,162.62
1133.5278,0,0.58183,3.0732e-06,162.08,162.66
1133.5377,0,0.58183,3.0735e-06,162.11,162.7
1133.5476,0,0.58183,3.0738e-06,162.15,162.73
1133.5575,0,0.58183,3.074e-06,162.19,162.77
1133.5674,0,0.58183,3.0743e-06,162.22,162.81
1133.5773,0,0.58183,3.0746e-06,162.26,162.84
1133.5872,0,0.58183,3.0748e-06,162.3,162.88
1133.5971,0,0.58183,3.0751e-06,162.33,162.92
1133.6070,0,0.58183,3.0754e-06,162.37,162.95
1133.6169,0,0.58183,3.0757e-06,162.41,162.99
1133.6268,0,0.58183,3.0759e-06,162.44,163.03
1133.6367,0,0.58183,3.0762e-06,162.48,163.06
1133.6466,0,0.58183,3.0765e-06,162.52,163.1
1133.6565,0,0.58183,3.0768e-06,162.55,163.14
1133.6664,0,0.58183,3.077e-06,162.59,163.17
1133.6763,0,0.58183,3.0773e-06,162.63,163.21
1133.6862,0,0.58183,3.0776e-06,162.66,163.25
1133.6961,0,0.58183,3.0778e-06,162.7,163.28
1133.7060,0,0.58183,3.0781e-06,162.74,163.32
1133.7159,0,0.58183,3.0784e-06,162.77,163.36
1133.7258,0,0.58183,3.0787e-06,162.81,163.39
1133.7357,0,0.58183,3.0789e-06,162.85,163.43
1133.7456,0,0.58183,3.0792e-06,162.88,163.47
1133.7555,0,0.58183,3.0795e-06,162.92,163.5
1133.7654,0,0.58183,3.0797e-06,162.96,163.54
1133.7753,0,0.58183,3.08e-06,162.99,163.58
1133.7852,0,0.58183,3.0803e-06,163.03,163.61
1133.7951,0,0.58183,3.0805e-06,163.07,163.65
1133.8050,0,0.58183,3.0808e-06,163.1,163.69
1133.8149,0,0.58183,3.0811e-06,163.14,163.72
1133.8248,0,0.58183,3.0814e-06,163.18,163.76
1133.8347,0,0.58183,3.0816e-06,163.21,163.8
1133.8446,0,0.58183,3.0819e-06,163.25,163.83
1133.8545,0,0.58183,3.0822e-06,163.29,163.87
1133.8644,0,0.58183,3.0824e-06,163.32,163.9
1133.8743,0,0.58183,3.0827e-06,163.36,163.94
1133.8842,0,0.58183,3.083e-06,163.4,163.98
1133.8941,0,0.58183,3.0832e-06,163.43,164.01
1133.9040,0,0.58183,3.0835e-06,163.47,164.05
1133.9139,0,0.58183,3.0838e-06,163.51,164.09
1133.9238,0,0.58183,3.084e-06,163.54,164.12
1133.9337,0,0.58183,3.0843e-06,163.58,164.16
1133.9436,0,0.58183,3.0846e-06,163.62,164.2
1133.9535,0,0.58183,3.0848e-06,163.65,164.23
1133.9634,0,0.58183,3.0851e-06,163.69,164.27
1133.9733,0,0.58183,3.0853e-06,163.73,164.31
1133.9832,0,0.58183,3.0856e-06,163.76,164.34
1133.9931,0,0.58183,3.0859e-06,163.8,164.38
1134.0030,0,0.58183,3.0861e-06,163.83,164.42
1134.0129,0,0.58183,3.0864e-06,163.87,164.45
1134.0228,0,0.58183,3.0867e-06,163.91,164.49
1134.0327,0,0.58183,3.0869e-06,163.94,164.53
1134.0426,0,0.58183,3.0872e-06,163.98,164.56
1134.0525,0,0.58183,3.0875e-06,164.02,164.6
1134.0624,0,0.58183,3.0877e-06,164.05,164.64
1134.0723,0,0.58183,3.088e-06,164.09,164.67
1134.0822,0,0.58183,3.0883e-06,164.13,164.71
1134.0921,0,0.58183,3.0885e-06,164.16,164.74
1134.1020,0,0.58183,3.0888e-06,164.2,164.78
1134.1119,0,0.58183,3.089e-06,164.24,164.82
1134.1218,0,0.58183,3.0893e-06,164.27,164.85
1134.1317,0,0.58183,3.0896e-06,164.31,164.89
1134.1416,0,0.58183,3.0898e-06,164.34,164.93
